"€1,500 monthly","1 bedroom (1 double), 1 bathroom, furnished","Derrynane Square, Dorset Street, Dublin 1"
€950 monthly,studio apartment to rent,"4 Drumcondra Road Upper, Drumcondra, Dublin 9"
"€1,550 monthly","3 bedrooms (1 single, 2 double), 2 bathrooms, furnished","Sundale, Tallaght, Dublin 24"
"€1,500 monthly","1 bedroom (1 double), 1 bathroom, furnished","Bracken Hill, Blackglen Road, Sandyford, Dublin 18"
"€1,500 monthly","1 bedroom (1 double), 1 bathroom, furnished","Bachelors Walk, N Lotts Road, Dublin 1"
"€1,925 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Swanward Court, Parnell Road, Harold's Cross, Dublin 6"
"€1,160 monthly","1 bedroom (1 double), 1 bathroom, unfurnished","1 Bed, Coldcut Park, Clondalkin, Dublin 22"
"€1,800 monthly","1 bedroom (1 double), 1 bathroom, furnished","Aprtment 52, Pier 19, Bridgefoot street, Dublin 8"
"€1,400 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Hazelgrove Court, Tallaght, Dublin 24"
"€1,550 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Castlegrange Square, Clondalkin, Dublin 22"
€735 monthly,studio apartment to rent,"Mount Eden Road, Donnybrook, Dublin 4"
"€1,450 monthly","1 bedroom (1 double), 1 bathroom, furnished","106 Rathmines Road Lower, Rathmines, Dublin 6"
"€1,875 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Camden Street Upper, Dublin 2"
"€1,800 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Clon Brugh, The Wood, Aikens Village, Sandyford, Sandyford, Dublin 18"
"€1,417 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Dorset Square, Gardiner Street Upper, Dublin 1"
€900 monthly,"1 bedroom (1 single), 1 bathroom, furnished","24 Beneavin Park, Glasnevin, Dublin 9"
"€1,650 monthly","1 bedroom (1 double), 1 bathroom, furnished","Harcourt Hall, charlottes way, Dublin 2"
"€1,560 monthly","1 bedroom (1 double), 1 bathroom, furnished","Swift Hall, Deans Street, The Coombe, Dublin 8"
"€1,850 monthly","3 bedrooms (3 double), 2 bathrooms, furnished","Lanesborough, Finglas, Dublin 11"
"€1,750 monthly","2 bedrooms (1 double, 1 twin), 2 bathrooms, furnished","Malin Hall, Waterville Terrace, Blanchardstown, Du, Blanchardstown, Dublin 15"
"€1,950 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Windmill lane, Dublin 2"
"€1,050 monthly","1 bedroom (1 double), 1 bathroom, furnished","Prussia Street, Stoneybatter, Dublin 7"
"€1,915 monthly","3 bedrooms (1 single, 2 double), 2 bathrooms, furnished","Fitzgerald Park, Lower Mounttown Road, Monkstown, Co. Dublin"
"€1,813 monthly","2 bedrooms (1 single, 1 double), 2 bathrooms, furnished","Woodview Mount Merrion Avenue, Blackrock, Co. Dublin"
"€1,750 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Juliet Square, Lucan, Co. Dublin"
€900 monthly,"1 bedroom (1 double), 1 bathroom, furnished","Crumlin Road, Crumlin, Dublin 12"
"€1,650 monthly","1 bedroom (1 double), 1 bathroom, furnished","Bachelors Walk, Ormonde Quay, Dublin 1"
"€1,200 monthly",studio apartment to rent,"Balcunnin, Skerries, Co. Dublin"
"€1,450 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Belfry Hall, Citywest, Co. Dublin"
"€1,350 monthly","1 bedroom (1 double), 1 bathroom, furnished","Botanic Road, Glasnevin, Dublin 9"
"€1,700 monthly","1 bedroom (1 double), 1 bathroom, furnished","Dundrum Castle House, Dundrum, Dublin 14"
"€1,750 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Blackhall Square, North Brunswick Street, Smithfield, Dublin 7"
"€1,600 monthly","1 bedroom (1 double), 1 bathroom, furnished","Caple Court, caple street, Dublin 1"
"€1,200 monthly","1 bedroom (1 double), 1 bathroom, furnished","Wood, Sandyford, Dublin 18"
"€1,720 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Pine Grove, Knocklyon, Dublin 16"
"€1,550 monthly","1 bedroom (1 double), 1 bathroom, furnished","Harold's Cross Road, Harold's Cross, Dublin 6"
"€1,850 monthly","1 bedroom (1 double), 1 bathroom, furnished","Dame Street, Dublin 2"
"€1,400 monthly","1 bedroom (1 double), 1 bathroom, furnished","upper gardiner street, Dublin 1"
"€1,400 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Glandore Road, Off Griffith Avenue, Drumcondra, Dublin 3"
"€1,460 monthly","1 bedroom (1 double), 1 bathroom, furnished","Old Distillery, Anne Street North, Smithfield, Dublin 7"
"€1,800 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","The Belfry, Kilbarrack Road, Sutton, Dublin 13"
"€1,350 monthly",studio apartment to rent,"11 Portobello Harbour, Dublin 8, Portobello, Dublin 8"
"€1,372 monthly","1 bedroom (1 double), 1 bathroom, furnished","15 Colliers Avenue, Ranelagh, Dublin 6"
"€1,700 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Meadowpark Avenue, Rathfarnham, Dublin 14"
"€1,800 monthly","2 bedrooms (2 double), 1 bathroom, furnished","101 Tolka Road, Ballybough, Dublin 3"
"€1,914 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Castleforbes Square, Castleforbes Road, Dublin 1"
"€1,600 monthly","2 bedrooms (1 single, 1 double), 2 bathrooms, furnished","13 Stationcourt, Seabrook Manor, Portmarnock, Co. Dublin"
"€1,665 monthly","1 bedroom (1 double), 1 bathroom, furnished","Mespil Estate Dubllin 4, Donnybrook, Dublin 4"
"€1,000 monthly","1 bedroom (1 double), 1 bathroom, furnished","Wheatfield Avenue, Clondalkin, Dublin 22"
"€1,200 monthly",studio apartment to rent,"Grove Park, Rathmines, Dublin 6"
"€1,600 monthly","1 bedroom (1 double), 1 bathroom, furnished","33 Mountjoy Square, Dublin 1"
"€1,550 monthly","1 bedroom (1 double), 1 bathroom, furnished","Grove Park, Rathmines, Dublin 6"
"€1,450 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Kellys Bay Heights, Skerries, Co. Dublin"
"€1,300 monthly","1 bedroom (1 double), 1 bathroom, furnished","Grosvenor Road, Rathmines, Dublin 6"
"€1,800 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Linden Court, Grove Ave, Blackrock, Co. Dublin"
"€1,500 monthly","2 bedrooms (2 double), 1 bathroom, furnished","24 Forest Walk, Swords, Co. Dublin"
"€1,100 monthly","1 bedroom (1 twin), 1 bathroom, furnished","Marley Grange, Rathfarnham, Dublin 14"
"€1,500 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Blackthorn Hill Close, Rathcoole, Co. Dublin"
"€1,300 monthly","2 bedrooms (2 double), 1 bathroom, furnished","149 Ballyfermot Road, Ballyfermot, Dublin 10"
"€1,900 monthly","2 bedrooms (2 double), 3 bathrooms, furnished","The Park, The Paddocks, Clonsilla, Dublin 15"
"€1,600 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Windmill Terrace, Clonsilla, Dublin 15"
"€1,820 monthly","2 bedrooms (2 double), 1 bathroom, furnished","St Patrick's Court, Clanbrassil Street, Dublin 8"
"€1,350 monthly","1 bedroom (1 double), 1 bathroom, furnished","52 Brighton Road - 2, Rathgar, Dublin 6"
"€1,800 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","70 Highgrove, Mount Talbot, Clondalkin, Dublin 22"
"€1,566 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Botanic Square, Botanic Avenue, Drumcondra, Dublin 9"
"€1,650 monthly","1 bedroom (1 double), 1 bathroom, furnished","32.33 Rathgar Road, Rathgar, Dublin 6"
"€2,000 monthly","1 bedroom (1 double), 1 bathroom, furnished","Apt 1, 10 Aston Quay, Dublin 2"
"€1,450 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Cherry Orchard Apartments, Cherry Orchard, Ballyfermot, Dublin 10"
"€1,125 monthly","1 bedroom (1 double), 1 bathroom, furnished","28b Oakwood, The Glen, Bettyglen, Raheny, Dublin 5"
"€1,700 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Sheldon Park Apartments, Kylemore Road, Bluebell, Dublin 12"
"€1,000 monthly","2 bedrooms (2 double), 1 bathroom, furnished","5, Blakestown Cottages, Blakestown Rd, Clonsilla, Dublin 15"
"€1,953 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Clarion Quay, IFSC, Dublin 1"
"€1,083 monthly","1 bedroom (1 double), 1 bathroom, furnished","Sandyford View, Sandyford, Dublin 18"
€950 monthly,"1 bedroom (1 single), 1 bathroom, furnished","61 Grosvenor Square, Rathmines, Dublin 6"
"€1,479 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Holywell Green, Swords, Co. Dublin"
"€2,000 monthly","3 bedrooms (1 single, 2 double), 1 bathroom, furnished","Tyrconnell Park, Inchicore, Dublin 8"
"€1,200 monthly","1 bedroom (1 double), 1 bathroom, furnished","11g Rathbourne Close, Ashtown, Dublin 7"
"€1,865 monthly","2 bedrooms (2 double), 2 bathrooms, unfurnished","Bessboro, Terenure Road West, Terenure, Dublin 6"
"€1,426 monthly","1 bedroom (1 double), 1 bathroom, furnished","Trinity Square, Lombard Street East, Dublin 2"
"€1,650 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Apt 12 Cedar Square Ridgewood, Swords, Co. Dublin"
"€2,000 monthly","2 bedrooms (2 double), 1 bathroom, furnished","The Rectory, Stepaside, Dublin 18"
"€1,400 monthly","1 bedroom (1 double), 1 bathroom, furnished","The Claremont, Santry Cross, Santry, Dublin 9"
"€2,000 monthly","3 bedrooms (1 single, 2 double), 2 bathrooms, furnished","Oakcourt Avenue, Palmerstown, Dublin 20"
"€1,200 monthly",studio apartment to rent,"Frankfort Avenue, Rathmines, Dublin 6"
"€1,450 monthly","1 bedroom (1 double), 1 bathroom, furnished","Hannah Square, St Edmunds, Lucan, Co. Dublin"
"€1,450 monthly","1 bedroom (1 double), 1 bathroom, furnished","Hannah Square, St Edmunds, Palmerstown, Dublin 20"
"€1,625 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Belmont Hall, Dublin 1"
"€2,000 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","2-4 Georges Quay, Dublin 1, Dublin 1"
"€1,620 monthly","2 bedrooms (2 double), 2 bathrooms, unfurnished","Tyrone Court, Thomas Davies Street West, Inchciore, Inchicore, Dublin 8"
"€1,600 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Lincoln Hall, Applewood, Swords, Co. Dublin"
"€1,500 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Millpark, Clondalkin, Dublin 22"
"€1,800 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Kenilworth Lane, Rathgar, Dublin 6"
"€2,000 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","Saint Lukes Gate, the coombe, Dublin 8"
"€1,695 monthly","1 bedroom (1 double), 1 bathroom, furnished","Greenbank House, Dun Laoghaire, Co. Dublin"
€900 monthly,studio apartment to rent,"Thornleigh Terrace, Swords, Co. Dublin"
"€1,900 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Bissett's Loft, Strand Street, Malahide, Malahide, Co. Dublin"
"€1,930 monthly","2 bedrooms (1 single, 1 double), 2 bathrooms, furnished","The Holly, Rockfield, Sandyford Road, Dundrum, Dublin 16"
"€1,900 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Manor Hall, Mount Brown, Kilmainham, Dublin 8"
"€1,700 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","Millrace Road, Saggart, Co. Dublin"
"€1,800 monthly","2 bedrooms (2 single), 1 bathroom, furnished","Block 1- Island Key, East Wall, Dublin 3"
"€1,650 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Milners Square, Santry, Dublin 9"
"€1,800 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Kilbarrack Road, Raheny, Dublin 5"
"€2,000 monthly","4 bedrooms (1 single, 3 double), 2 bathrooms, furnished","8 Ellensborough Meadows, Tallaght, Dublin 24"
"€1,800 monthly","3 bedrooms (1 single, 2 double), 2 bathrooms, furnished","Deerpark, Kiltipper, Dublin 24"
"€1,500 monthly","1 bedroom (1 double), 1 bathroom, furnished","Viking Harbour, Ushers Island, Dublin 8"
"€2,000 monthly","4 bedrooms (4 double), 3 bathrooms, unfurnished","10 Redwood, Hollystown, Dublin 15"
€900 monthly,studio apartment to rent,"1 Grosvenor Court, Templeogue, Dublin 6w, Templeogue, Dublin 6w"
"€1,900 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Blessington Street, Dublin 1"
"€1,800 monthly","1 bedroom (1 double), 1 bathroom, furnished","Grafton Hall, Aungier Street, Dublin 2"
"€1,800 monthly","1 bedroom (1 double), 1 bathroom, furnished","One Beacon Sandyford, Sandyford, Dublin 18"
"€1,600 monthly","1 bedroom (1 double), 1 bathroom, furnished","Rockview, Blackglen Road, Simmonsridge, Sandyford, Dublin 18"
"€1,725 monthly","1 bedroom (1 double), 1 bathroom, furnished","The Grange, Stillorgan, Co. Dublin"
"€1,800 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Ballintyre Grove, Ballinteer, Dublin 16"
"€1,750 monthly","1 bedroom (1 double), 1 bathroom, furnished","College Court, Kevin Street Lower, Dublin 8"
"€1,650 monthly","2 bedrooms (1 single, 1 double), 2 bathrooms, furnished or unfurnished","Belarmine Vale, Stepaside, Dublin 18"
"€1,350 monthly","1 bedroom (1 double), 1 bathroom, furnished","Fottrell House, Kinsealy, Co. Dublin"
"€1,750 monthly","2 bedrooms (2 double), 1 bathroom, furnished","19 The Oval, Tullyvale, Cabinteely, Dublin 18"
"€1,600 monthly","1 bedroom (1 double), 1 bathroom, furnished","Harold's Cross Road, Harold's Cross, Dublin 6w"
"€1,560 monthly","1 bedroom (1 double), 1 bathroom, furnished","74 Merrion Grove, Stillorgan, Co. Dublin"
"€2,000 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","Windermere, Gilford Road, Sandymount, Dublin 4"
"€1,600 monthly","1 bedroom (1 double), 1 bathroom, furnished","The Chandler, Aaran Quay Apartments, Aaran Quay, Dublin 7"
"€1,750 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","Kinahan Street, Stoneybatter, Dublin 7"
"€1,200 monthly",studio apartment to rent,"Kings Inns Court, Phibsborough Road, Phibsborough, Dublin 7"
"€2,000 monthly","2 bedrooms (2 double), 1 bathroom, furnished","25 Ely Close, Firhouse, Dublin 24"
"€1,700 monthly","1 bedroom (1 double), 1 bathroom, furnished","84 Fastnet, Custom House Harbour, Dublin 1"
"€1,800 monthly","2 bedrooms (2 double), 3 bathrooms, furnished","Grace Park Manor, Drumcondra, Dublin 9"
€750 monthly,"1 bedroom (1 single), 1 bathroom, furnished","Schoolhouse Court, Schoolhouse Lane, Santry, Dublin 9"
"€1,248 monthly",studio apartment to rent,"Charleston Road, Ranelagh, Dublin 6"
"€2,000 monthly","4 bedrooms (4 double), 2 bathrooms, furnished","Peyton View, Rathcoole, Co. Dublin"
"€1,475 monthly","1 bedroom (1 double), 1 bathroom, furnished","Bancroft, Tallaght, Dublin 24"
"€1,100 monthly",studio apartment to rent,"314 South Circular Road, South Circular Road, Dublin 8"
"€1,995 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Balkill Road, Howth, Dublin 13"
"€1,800 monthly","1 bedroom (1 double), 1 bathroom, furnished","Lee House, Custom House Square, IFSC, Dublin 1"
"€1,000 monthly",studio apartment to rent,"Summer Street North, Dublin 1"
"€1,433 monthly","1 bedroom (1 double), 1 bathroom, furnished","Sussex Terrace, Dublin 2"
"€1,160 monthly",studio apartment to rent,"6 Sharrard Street Upper, Dublin 1"
"€1,800 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Summer St North, Dublin 1"
"€1,400 monthly","1 bedroom (1 double), 1 bathroom, furnished","Summer St North, Dublin 1"
"€1,800 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","No 1 O Connell Ave, Dublin 7, Co. Dublin"
"€1,900 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Apt 13 Block A Metropolitan Apts, Kilmainham, Dublin 8"
"€1,600 monthly","1 bedroom (1 double), 1 bathroom, furnished","13 The Cammock, Mount Brown, Kilmainham, Dublin 8"
"€1,560 monthly","1 bedroom (1 double), 1 bathroom, furnished","The Linden, Grove Avenue, Blackrock, Co. Dublin"
"€1,120 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, unfurnished","Newcastle Boulevard, Newcastle, Co. Dublin"
"€1,250 monthly","1 bedroom (1 double), 1 bathroom, furnished","Kilclaire Drive, Tallaght, Dublin 24"
"€1,400 monthly","2 bedrooms (2 double), 1 bathroom, furnished","22 Adelaide Street, Dun Laoghaire, Co. Dublin"
"€1,600 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","14 Mount Andrew Court, Lucan, Co. Dublin"
"€1,750 monthly","3 bedrooms (1 single, 2 double), 3 bathrooms, furnished","19 Waterside Way, Swords Rd, Malahide, Co. Dublin"
"€2,000 monthly","3 bedrooms (3 double), 3 bathrooms, furnished","Morrow House, Baldoyle, Dublin 13"
"€1,550 monthly","1 bedroom (1 double), 1 bathroom, furnished","Apt. 2, 191 Clonliffe Road, Drumcondra, Dublin 3"
"€1,664 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Earls Court, Rueben Street, Dublin 8"
"€1,850 monthly","2 bedrooms (2 double), 1 bathroom, furnished","The Richmond, Brunswick Street North, Dublin 7"
"€1,800 monthly","2 bedrooms (1 double, 1 twin), 1 bathroom, furnished","Belvedere Place, Dublin 1"
"€1,450 monthly","1 bedroom (1 double), 1 bathroom, furnished","40 The Oval, Tullyvale, Cabinteely, Dublin 18"
"€1,736 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Galloping Green, Stillorgan, Co. Dublin"
"€1,850 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","Apt2 Westbourne Road Terenure Dublin 6, Terenure, Dublin 6"
"€1,800 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Woodbrook Crescent, Woodbrook, Riverwood Road, Castleknock, Dublin 15"
"€2,000 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","College Gate, Townsend St, Dublin 2"
"€1,500 monthly","3 bedrooms (1 single, 2 double), 1 bathroom, furnished or unfurnished","1a Knockmore Avenue, Tallaght, Dublin 24"
"€1,995 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Crumlin, Dublin 12., Crumlin, Dublin 12"
"€1,800 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Kildare Road, Crumlin, Dublin 12"
"€1,475 monthly","1 bedroom (1 double), 1 bathroom, furnished","New Bancroft Hall, Tallaght, Dublin 24"
"€1,995 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Leeson Street, Dublin 4"
"€1,600 monthly","1 bedroom (1 double), 1 bathroom, furnished","Waterloo Road, Ballsbridge, Dublin 4"
"€1,575 monthly","1 bedroom (1 double), 1 bathroom, furnished","Gandon Hall, Gardiner Street, Dublin 1"
"€1,664 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Drumcondra Road Upper, Drumcondra, Dublin 3"
"€1,000 monthly","1 bedroom (1 single), 1 bathroom, furnished","Aldborough House, Santry, Dublin 9"
"€1,260 monthly","2 bedrooms (2 double), 1 bathroom, furnished","The Square Larch Hill, Santry, Dublin 9"
"€1,650 monthly","2 bedrooms (2 double), 1 bathroom, furnished or unfurnished","Wheaton Court, Inchicore, Dublin 8"
"€1,350 monthly","1 bedroom (1 double), 1 bathroom, furnished","Echlin Street, Dublin 8"
"€1,875 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Southmede, Ballinteer Road, Dundrum, Dublin 16"
"€1,750 monthly","1 bedroom (1 double), 1 bathroom, furnished","Ushers Island, Dublin 8"
"€2,000 monthly","3 bedrooms (1 single, 1 double, 1 twin), 3 bathrooms, furnished","Heyward Mews , Roganstown , Swords Co Dublin, Swords, Co. Dublin"
"€1,800 monthly","2 bedrooms (2 double), 1 bathroom, furnished","The Rectory, Stepaside, Dublin 18"
€952 monthly,"1 bedroom (1 double), 1 bathroom, furnished","Cedarbrook Avenue, Cherry Orchard, Ballyfermot, Dublin 10"
"€1,421 monthly","2 bedrooms (1 double, 1 twin), 2 bathrooms, furnished","Rockview, Blackglen Road, Sandyford, Dublin 18"
"€1,850 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Grosvenor Lodge, Rathmines, Dublin 6"
"€1,800 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Clifden Court, Ellis Quay, Dublin 7"
€300 weekly,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished","Amiens Street, Dublin 1"
"€1,150 monthly","1 bedroom (1 double), 1 bathroom, furnished","44 Shangan Hall, Shangan Road, Ballymun, Dublin 9"
"€1,800 monthly","2 bedrooms (2 single), 2 bathrooms, furnished","The Coast Baldoyle, Baldoyle, Dublin 13"
"€1,700 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Manor Place, Ongar Village, Ongar, Dublin 15"
"€1,700 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Glasnevin Woods, Glasnevin, Dublin 11"
"€1,050 monthly",studio apartment to rent,"29 Malahide Road, Artane, Dublin 5"
"€1,600 monthly","1 bedroom (1 double), 1 bathroom, furnished","Woodleigh Oak, Rathgar, Dublin 6"
"€1,950 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Cherbury Court, Booterstown, Co. Dublin"
"€1,800 monthly","1 bedroom (1 double), 1 bathroom, furnished","Ivy Exchange, Parnell Street, Dublin 1"
"€1,500 monthly","1 bedroom (1 double), 1 bathroom, furnished","Talbot Hall, Dublin 1"
"€1,725 monthly","1 bedroom (1 double), 1 bathroom, furnished","Shelbourne Village, Ringsend, Dublin 4, Dublin 4"
"€1,600 monthly","1 bedroom (1 double), 1 bathroom, furnished","10 The Mews, Robswall, Malahide, Co. Dublin"
"€1,600 monthly","1 bedroom (1 double), 1 bathroom, furnished","33 Mountjoy Square, Dublin 1"
"€1,900 monthly","2 bedrooms (2 double), 1 bathroom, furnished","38 Trinity Square, Townsend Street, Dublin 2"
"€1,650 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Fernleigh Drive, Castleknock, Dublin 15"
"€1,550 monthly","1 bedroom (1 double), 1 bathroom, furnished","New Bancroft, Greenhills Road, Tallaght, Dublin 24"
"€1,600 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Olcovar Apartments, Shankill, Dublin 18"
"€1,300 monthly","1 bedroom (1 double), 1 bathroom, furnished","Premier Square, Finglas Road, Finglas, Dublin 11"
"€1,660 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","Prospect Road, Phibsborough, Dublin 7"
"€1,369 monthly","1 bedroom (1 double), 1 bathroom, furnished","St Josephs Place, Dorset street upper, Dublin 7"
"€1,900 monthly","1 bedroom (1 double), 1 bathroom, furnished","Fitzwilliam Street Lower, Dublin 2"
"€1,400 monthly",studio apartment to rent,"Spire View Lane 26, Rathgar, Dublin 6"
"€1,900 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","4 Spruce Lodge, Castleside Drive, Rathfarnham, Dublin 14"
"€1,900 monthly","3 bedrooms (1 single, 2 double), 2 bathrooms, furnished","34 Latchford Square, Castheany, Clonsilla, Dublin 15"
"€2,000 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Court Apartments, Wilton Place, Dublin 2"
"€1,800 monthly","1 bedroom (1 double), 1 bathroom, furnished","Ropewalk Place, Ringsend, Dublin 4"
"€1,464 monthly","1 bedroom (1 double), 1 bathroom, furnished","Dean Court, Christchurch, Dublin 8"
"€1,800 monthly","3 bedrooms (3 double), 2 bathrooms, furnished","Off Liffey Street West, Sarsfield Quay, Smithfield, Dublin 7"
"€1,900 monthly","3 bedrooms (1 single, 2 double), 2 bathrooms, furnished","Westbourne Grove, Clondalkin, Dublin 22"
"€2,000 monthly","2 bedrooms (2 double), 1 bathroom, unfurnished","1 Vico Rock, Dalkey, Co. Dublin"
"€1,850 monthly","1 bedroom (1 double), 1 bathroom, furnished","The Elms, Mount Merrion Avenue, Blackrock, Co. Dublin"
€935 monthly,studio apartment to rent,"Basement 2, 44 Lower Rathmines Road, Rathmines, Dublin 6"
